Date,Time,EVN_level_m,Baro_level_m,EVN_compensated_m,EVN_temp_C
12/9/2020,11:00:00 AM,9.5724,9.24331,0.32909,8.677
12/9/2020,11:30:00 AM,9.5732,9.24345,0.32975,8.752
12/9/2020,12:00:00 PM,9.5709,9.2381,0.3328,8.797
12/9/2020,12:30:00 PM,9.5646,9.23333,0.33127,8.842
12/9/2020,1:00:00 PM,9.5602,9.22653,0.33367,8.823
12/9/2020,1:30:00 PM,9.5568,9.22248,0.33432,8.813
12/9/2020,2:00:00 PM,9.5514,9.21766,0.33374,8.841
12/9/2020,2:30:00 PM,9.5499,9.21541,0.33449,8.858
12/9/2020,3:00:00 PM,9.5485,9.215,0.3335,8.845
12/9/2020,3:30:00 PM,9.547,9.21204,0.33496,8.829
12/9/2020,4:00:00 PM,9.5468,9.2125,0.3343,8.812
12/9/2020,4:30:00 PM,9.5463,9.21231,0.33399,8.773
12/9/2020,5:00:00 PM,9.5455,9.21327,0.33223,8.726
12/9/2020,5:30:00 PM,9.5474,9.2165,0.3309,8.658
12/9/2020,6:00:00 PM,9.546,9.2167,0.3293,8.569
12/9/2020,6:30:00 PM,9.5469,9.21864,0.32826,8.497
12/9/2020,7:00:00 PM,9.5449,9.21782,0.32708,8.453
12/9/2020,7:30:00 PM,9.5428,9.21648,0.32632,8.412
12/9/2020,8:00:00 PM,9.5401,9.21605,0.32405,8.376
12/9/2020,8:30:00 PM,9.5394,9.21437,0.32503,8.342
12/9/2020,9:00:00 PM,9.5404,9.21594,0.32446,8.32
12/9/2020,9:30:00 PM,9.5424,9.21822,0.32418,8.312
12/9/2020,10:00:00 PM,9.5412,9.21782,0.32338,8.304
12/9/2020,10:30:00 PM,9.5412,9.21769,0.32351,8.287
12/9/2020,11:00:00 PM,9.5399,9.21565,0.32425,8.271
12/9/2020,11:30:00 PM,9.5402,9.21737,0.32283,8.264
12/10/2020,12:00:00 AM,9.5386,9.21633,0.32227,8.26
12/10/2020,12:30:00 AM,9.5388,9.21632,0.32248,8.242
12/10/2020,1:00:00 AM,9.5376,9.21491,0.32269,8.228
12/10/2020,1:30:00 AM,9.5336,9.21063,0.32297,8.219
12/10/2020,2:00:00 AM,9.5307,9.20789,0.32281,8.214
12/10/2020,2:30:00 AM,9.5344,9.21196,0.32244,8.196
12/10/2020,3:00:00 AM,9.5331,9.2105,0.3226,8.177
12/10/2020,3:30:00 AM,9.5291,9.20726,0.32184,8.177
12/10/2020,4:00:00 AM,9.5285,9.20648,0.32202,8.167
12/10/2020,4:30:00 AM,9.5293,9.20576,0.32354,8.149
12/10/2020,5:00:00 AM,9.5234,9.1999,0.3235,8.123
12/10/2020,5:30:00 AM,9.5239,9.20121,0.32269,8.104
12/10/2020,6:00:00 AM,9.5208,9.19616,0.32464,8.101
12/10/2020,6:30:00 AM,9.5205,9.19784,0.32266,8.117
12/10/2020,7:00:00 AM,9.52,9.19652,0.32348,8.118
12/10/2020,7:30:00 AM,9.5215,9.20078,0.32072,8.102
12/10/2020,8:00:00 AM,9.5195,9.19739,0.32211,8.083
12/10/2020,8:30:00 AM,9.5164,9.19602,0.32038,8.073
12/10/2020,9:00:00 AM,9.5204,9.19789,0.32251,8.076
12/10/2020,9:30:00 AM,9.5133,9.18764,0.32566,8.091
12/10/2020,10:00:00 AM,9.5158,9.19104,0.32476,8.148
12/10/2020,10:30:00 AM,9.5104,9.18219,0.32821,8.228
12/10/2020,11:00:00 AM,9.5105,9.18221,0.32829,8.319
12/10/2020,11:30:00 AM,9.5124,9.1827,0.3297,8.401
12/10/2020,12:00:00 PM,9.5064,9.17288,0.33352,8.479
12/10/2020,12:30:00 PM,9.501,9.16934,0.33166,8.535
12/10/2020,1:00:00 PM,9.4942,9.16409,0.33011,8.572
12/10/2020,1:30:00 PM,9.4877,9.15553,0.33217,8.597
12/10/2020,2:00:00 PM,9.4841,9.14998,0.33412,8.623
12/10/2020,2:30:00 PM,9.4827,9.14909,0.33361,8.644
12/10/2020,3:00:00 PM,9.4785,9.14513,0.33337,8.626
12/10/2020,3:30:00 PM,9.4757,9.14161,0.33409,8.622
12/10/2020,4:00:00 PM,9.4774,9.14266,0.33474,8.644
12/10/2020,4:30:00 PM,9.4806,9.15006,0.33054,8.639
12/10/2020,5:00:00 PM,9.4842,9.15149,0.33271,8.619
12/10/2020,5:30:00 PM,9.4873,9.1564,0.3309,8.6
12/10/2020,6:00:00 PM,9.487,9.15789,0.32911,8.554
12/10/2020,6:30:00 PM,9.4885,9.15883,0.32967,8.491
12/10/2020,7:00:00 PM,9.4917,9.16263,0.32907,8.481
12/10/2020,7:30:00 PM,9.4955,9.16739,0.32811,8.481
12/10/2020,8:00:00 PM,9.4985,9.174,0.3245,8.44
12/10/2020,8:30:00 PM,9.4993,9.17777,0.32153,8.385
12/10/2020,9:00:00 PM,9.5026,9.18113,0.32147,8.332
12/10/2020,9:30:00 PM,9.5021,9.18159,0.32051,8.326
12/10/2020,10:00:00 PM,9.5024,9.18328,0.31912,8.315
12/10/2020,10:30:00 PM,9.5044,9.18653,0.31787,8.297
12/10/2020,11:00:00 PM,9.5042,9.18681,0.31739,8.271
12/10/2020,11:30:00 PM,9.5061,9.19013,0.31597,8.245
12/11/2020,12:00:00 AM,9.5064,9.19197,0.31443,8.231
12/11/2020,12:30:00 AM,9.5087,9.1936,0.3151,8.202
12/11/2020,1:00:00 AM,9.5075,9.19326,0.31424,8.188
12/11/2020,1:30:00 AM,9.5074,9.19343,0.31397,8.175
12/11/2020,2:00:00 AM,9.5092,9.19766,0.31154,8.151
12/11/2020,2:30:00 AM,9.5109,9.19979,0.31111,8.132
12/11/2020,3:00:00 AM,9.5119,9.19951,0.31239,8.119
12/11/2020,3:30:00 AM,9.5103,9.19853,0.31177,8.121
12/11/2020,4:00:00 AM,9.5114,9.1977,0.3137,8.127
12/11/2020,4:30:00 AM,9.5113,9.19758,0.31372,8.141
12/11/2020,5:00:00 AM,9.5103,9.19699,0.31331,8.133
12/11/2020,5:30:00 AM,9.5112,9.19635,0.31485,8.153
12/11/2020,6:00:00 AM,9.5103,9.19353,0.31677,8.171
12/11/2020,6:30:00 AM,9.5076,9.19058,0.31702,8.196
12/11/2020,7:00:00 AM,9.5079,9.18903,0.31887,8.206
12/11/2020,7:30:00 AM,9.509,9.19089,0.31811,8.224
12/11/2020,8:00:00 AM,9.5088,9.19063,0.31817,8.227
12/11/2020,8:30:00 AM,9.5082,9.18872,0.31948,8.233
12/11/2020,9:00:00 AM,9.5074,9.1869,0.3205,8.243
12/11/2020,9:30:00 AM,9.5081,9.18576,0.32234,8.265
12/11/2020,10:00:00 AM,9.508,9.18448,0.32352,8.323
12/11/2020,10:30:00 AM,9.5076,9.1826,0.325,8.381
12/11/2020,11:00:00 AM,9.5117,9.18623,0.32547,8.436
12/11/2020,11:30:00 AM,9.5149,9.19346,0.32144,8.478
12/11/2020,12:00:00 PM,9.5087,9.18137,0.32733,8.525
12/11/2020,12:30:00 PM,9.5069,9.17416,0.33274,8.591
12/11/2020,1:00:00 PM,9.5041,9.17188,0.33222,8.619
12/11/2020,1:30:00 PM,9.501,9.16686,0.33414,8.645
12/11/2020,2:00:00 PM,9.4951,9.16137,0.33373,8.681
12/11/2020,2:30:00 PM,9.489,9.15399,0.33501,8.66
12/11/2020,3:00:00 PM,9.4818,9.14747,0.33433,8.634
12/11/2020,3:30:00 PM,9.4801,9.14613,0.33397,8.612
12/11/2020,4:00:00 PM,9.477,9.14253,0.33447,8.587
12/11/2020,4:30:00 PM,9.473,9.13907,0.33393,8.56
12/11/2020,5:00:00 PM,9.4729,9.13839,0.33451,8.561
12/11/2020,5:30:00 PM,9.4713,9.1368,0.3345,8.544
12/11/2020,6:00:00 PM,9.4705,9.13682,0.33368,8.516
12/11/2020,6:30:00 PM,9.4739,9.14207,0.33183,8.488
12/11/2020,7:00:00 PM,9.4744,9.14427,0.33013,8.416
12/11/2020,7:30:00 PM,9.4764,9.14403,0.33237,8.355
12/11/2020,8:00:00 PM,9.4764,9.14547,0.33093,8.367
12/11/2020,8:30:00 PM,9.4775,9.14792,0.32958,8.384
12/11/2020,9:00:00 PM,9.4785,9.14764,0.33086,8.375
12/11/2020,9:30:00 PM,9.4758,9.14706,0.32874,8.361
12/11/2020,10:00:00 PM,9.4765,9.14728,0.32922,8.39
12/11/2020,10:30:00 PM,9.4764,9.14797,0.32843,8.416
12/11/2020,11:00:00 PM,9.4771,9.14971,0.32739,8.42
12/11/2020,11:30:00 PM,9.4787,9.15099,0.32771,8.422
12/12/2020,12:00:00 AM,9.4809,9.15282,0.32808,8.426
12/12/2020,12:30:00 AM,9.4831,9.15591,0.32719,8.423
12/12/2020,1:00:00 AM,9.4842,9.15489,0.32931,8.423
12/12/2020,1:30:00 AM,9.4852,9.15768,0.32752,8.421
12/12/2020,2:00:00 AM,9.4879,9.15984,0.32806,8.417
12/12/2020,2:30:00 AM,9.4882,9.16153,0.32667,8.421
12/12/2020,3:00:00 AM,9.4895,9.16188,0.32762,8.425
12/12/2020,3:30:00 AM,9.492,9.16497,0.32703,8.426
12/12/2020,4:00:00 AM,9.493,9.16746,0.32554,8.422
12/12/2020,4:30:00 AM,9.4931,9.1686,0.3245,8.42
12/12/2020,5:00:00 AM,9.4957,9.17161,0.32409,8.422
12/12/2020,5:30:00 AM,9.4989,9.17587,0.32303,8.423
12/12/2020,6:00:00 AM,9.5015,9.18054,0.32096,8.412
12/12/2020,6:30:00 AM,9.5057,9.18607,0.31963,8.404
12/12/2020,7:00:00 AM,9.5069,9.18893,0.31797,8.408
12/12/2020,7:30:00 AM,9.5102,9.19117,0.31903,8.412
12/12/2020,8:00:00 AM,9.5115,9.19356,0.31794,8.419
12/12/2020,8:30:00 AM,9.5127,9.19539,0.31731,8.421
12/12/2020,9:00:00 AM,9.5123,9.19537,0.31693,8.418
12/12/2020,9:30:00 AM,9.5162,9.20034,0.31586,8.424
12/12/2020,10:00:00 AM,9.5186,9.20254,0.31606,8.436
12/12/2020,10:30:00 AM,9.5202,9.2035,0.3167,8.462
12/12/2020,11:00:00 AM,9.5219,9.20557,0.31633,8.495
12/12/2020,11:30:00 AM,9.5234,9.2043,0.3191,8.505
12/12/2020,12:00:00 PM,9.5237,9.20448,0.31922,8.526
12/12/2020,12:30:00 PM,9.5222,9.20033,0.32187,8.581
12/12/2020,1:00:00 PM,9.5203,9.19673,0.32357,8.634
12/12/2020,1:30:00 PM,9.5209,9.19598,0.32492,8.621
12/12/2020,2:00:00 PM,9.5167,9.18889,0.32781,8.627
12/12/2020,2:30:00 PM,9.5149,9.18785,0.32705,8.675
12/12/2020,3:00:00 PM,9.5189,9.19545,0.32345,8.657
12/12/2020,3:30:00 PM,9.5187,9.19513,0.32357,8.659
12/12/2020,4:00:00 PM,9.5157,9.18846,0.32724,8.609
12/12/2020,4:30:00 PM,9.5143,9.18861,0.32569,8.568
12/12/2020,5:00:00 PM,9.5143,9.18953,0.32477,8.557
12/12/2020,5:30:00 PM,9.5135,9.18942,0.32408,8.534
12/12/2020,6:00:00 PM,9.515,9.19064,0.32436,8.506
12/12/2020,6:30:00 PM,9.51,9.18568,0.32432,8.468
12/12/2020,7:00:00 PM,9.5092,9.1872,0.322,8.437
12/12/2020,7:30:00 PM,9.511,9.19168,0.31932,8.398
12/12/2020,8:00:00 PM,9.512,9.19415,0.31785,8.384
12/12/2020,8:30:00 PM,9.5098,9.18995,0.31985,8.377
12/12/2020,9:00:00 PM,9.5073,9.18164,0.32566,8.375
12/12/2020,9:30:00 PM,9.5019,9.17621,0.32569,8.383
12/12/2020,10:00:00 PM,9.5039,9.17956,0.32434,8.391
12/12/2020,10:30:00 PM,9.4985,9.17233,0.32617,8.388
12/12/2020,11:00:00 PM,9.5037,9.17796,0.32574,8.364
12/12/2020,11:30:00 PM,9.4959,9.16974,0.32616,8.356
12/13/2020,12:00:00 AM,9.4957,9.17098,0.32472,8.338
12/13/2020,12:30:00 AM,9.4953,9.16708,0.32822,8.357
12/13/2020,1:00:00 AM,9.4935,9.16623,0.32727,8.395
12/13/2020,1:30:00 AM,9.4901,9.1631,0.327,8.413
12/13/2020,2:00:00 AM,9.4909,9.16185,0.32905,8.426
12/13/2020,2:30:00 AM,9.4889,9.15977,0.32913,8.441
12/13/2020,3:00:00 AM,9.4882,9.15617,0.33203,8.456
12/13/2020,3:30:00 AM,9.4891,9.15763,0.33147,8.469
12/13/2020,4:00:00 AM,9.4913,9.15888,0.33242,8.476
12/13/2020,4:30:00 AM,9.4892,9.15786,0.33134,8.488
12/13/2020,5:00:00 AM,9.4894,9.15955,0.32985,8.506
12/13/2020,5:30:00 AM,9.4889,9.15812,0.33078,8.518
12/13/2020,6:00:00 AM,9.4901,9.15919,0.33091,8.529
12/13/2020,6:30:00 AM,9.4923,9.16151,0.33079,8.535
12/13/2020,7:00:00 AM,9.4938,9.16481,0.32899,8.537
12/13/2020,7:30:00 AM,9.491,9.15967,0.33133,8.513
12/13/2020,8:00:00 AM,9.4912,9.16232,0.32888,8.502
12/13/2020,8:30:00 AM,9.4902,9.157,0.3332,8.511
12/13/2020,9:00:00 AM,9.4896,9.15716,0.33244,8.515
12/13/2020,9:30:00 AM,9.4863,9.15382,0.33248,8.521
12/13/2020,10:00:00 AM,9.4881,9.15577,0.33233,8.562
12/13/2020,10:30:00 AM,9.4912,9.15633,0.33487,8.627
12/13/2020,11:00:00 AM,9.4906,9.15623,0.33437,8.658
12/13/2020,11:30:00 AM,9.4936,9.16156,0.33204,8.675
12/13/2020,12:00:00 PM,9.4988,9.16955,0.32925,8.653
12/13/2020,12:30:00 PM,9.496,9.16649,0.32951,8.529
12/13/2020,1:00:00 PM,9.4894,9.1601,0.3293,8.426
12/13/2020,1:30:00 PM,9.4848,9.1502,0.3346,8.495
12/13/2020,2:00:00 PM,9.4785,9.14231,0.33619,8.593
12/13/2020,2:30:00 PM,9.4729,9.13827,0.33463,8.664
12/13/2020,3:00:00 PM,9.4742,9.1398,0.3344,8.687
12/13/2020,3:30:00 PM,9.4769,9.14079,0.33611,8.665
12/13/2020,4:00:00 PM,9.4754,9.13969,0.33571,8.642
12/13/2020,4:30:00 PM,9.473,9.13752,0.33548,8.632
12/13/2020,5:00:00 PM,9.4734,9.13868,0.33472,8.627
12/13/2020,5:30:00 PM,9.4733,9.1404,0.3329,8.622
12/13/2020,6:00:00 PM,9.4761,9.14228,0.33382,8.58
12/13/2020,6:30:00 PM,9.478,9.14487,0.33313,8.56
12/13/2020,7:00:00 PM,9.4814,9.14999,0.33141,8.555
12/13/2020,7:30:00 PM,9.4857,9.15617,0.32953,8.556
12/13/2020,8:00:00 PM,9.4908,9.16214,0.32866,8.547
12/13/2020,8:30:00 PM,9.4931,9.16689,0.32621,8.517
12/13/2020,9:00:00 PM,9.4963,9.17182,0.32448,8.503
12/13/2020,9:30:00 PM,9.4994,9.17651,0.32289,8.509
12/13/2020,10:00:00 PM,9.5021,9.17961,0.32249,8.51
12/13/2020,10:30:00 PM,9.5048,9.18414,0.32066,8.5
12/13/2020,11:00:00 PM,9.5082,9.18893,0.31927,8.504
12/13/2020,11:30:00 PM,9.5097,9.19242,0.31728,8.504
12/14/2020,12:00:00 AM,9.5146,9.1967,0.3179,8.498
12/14/2020,12:30:00 AM,9.5174,9.19952,0.31788,8.486
12/14/2020,1:00:00 AM,9.5212,9.20423,0.31697,8.484
12/14/2020,1:30:00 AM,9.5234,9.20557,0.31783,8.477
12/14/2020,2:00:00 AM,9.5248,9.2084,0.3164,8.45
12/14/2020,2:30:00 AM,9.5254,9.20828,0.31712,8.428
12/14/2020,3:00:00 AM,9.5282,9.21097,0.31723,8.425
12/14/2020,3:30:00 AM,9.5327,9.2171,0.3156,8.41
12/14/2020,4:00:00 AM,9.5361,9.21901,0.31709,8.416
12/14/2020,4:30:00 AM,9.5379,9.22012,0.31778,8.43
12/14/2020,5:00:00 AM,9.5394,9.22264,0.31676,8.436
12/14/2020,5:30:00 AM,9.5401,9.22295,0.31715,8.445
12/14/2020,6:00:00 AM,9.5427,9.22395,0.31875,8.442
12/14/2020,6:30:00 AM,9.5444,9.2257,0.3187,8.442
12/14/2020,7:00:00 AM,9.5462,9.22845,0.31775,8.444
12/14/2020,7:30:00 AM,9.5469,9.22806,0.31884,8.431
12/14/2020,8:00:00 AM,9.5481,9.2321,0.316,8.42
12/14/2020,8:30:00 AM,9.5536,9.23758,0.31602,8.415
12/14/2020,9:00:00 AM,9.557,9.2404,0.3166,8.418
12/14/2020,9:30:00 AM,9.5598,9.24055,0.31925,8.433
12/14/2020,10:00:00 AM,9.5613,9.24244,0.31886,8.447
12/14/2020,10:30:00 AM,9.5644,9.24577,0.31863,8.507
12/14/2020,11:00:00 AM,9.5678,9.24822,0.31958,8.551
12/14/2020,11:30:00 AM,9.5707,9.24999,0.32071,8.591
12/14/2020,12:00:00 PM,9.5702,9.24795,0.32225,8.636
12/14/2020,12:30:00 PM,9.5662,9.2404,0.3258,8.623
12/14/2020,1:00:00 PM,9.5664,9.23756,0.32884,8.703
12/14/2020,1:30:00 PM,9.5676,9.23616,0.33144,8.812
12/14/2020,2:00:00 PM,9.5678,9.23436,0.33344,8.861
12/14/2020,2:30:00 PM,9.5633,9.23097,0.33233,8.787
12/14/2020,3:00:00 PM,9.5618,9.23053,0.33127,8.691
12/14/2020,3:30:00 PM,9.5601,9.22846,0.33164,8.677
12/14/2020,4:00:00 PM,9.556,9.22398,0.33202,8.662
12/14/2020,4:30:00 PM,9.5591,9.22922,0.32988,8.642
12/14/2020,5:00:00 PM,9.5602,9.23011,0.33009,8.608
12/14/2020,5:30:00 PM,9.5585,9.23212,0.32638,8.57
12/14/2020,6:00:00 PM,9.5603,9.23552,0.32478,8.538
12/14/2020,6:30:00 PM,9.5603,9.23983,0.32047,8.47
12/14/2020,7:00:00 PM,9.5601,9.23786,0.32224,8.429
12/14/2020,7:30:00 PM,9.5608,9.239,0.3218,8.408
12/14/2020,8:00:00 PM,9.5605,9.23789,0.32261,8.404
12/14/2020,8:30:00 PM,9.559,9.23647,0.32253,8.389
12/14/2020,9:00:00 PM,9.5593,9.23959,0.31971,8.37
12/14/2020,9:30:00 PM,9.5599,9.23805,0.32185,8.362
12/14/2020,10:00:00 PM,9.5615,9.23965,0.32185,8.395
12/14/2020,10:30:00 PM,9.5595,9.23672,0.32278,8.421
12/14/2020,11:00:00 PM,9.5591,9.23646,0.32264,8.434
12/14/2020,11:30:00 PM,9.5591,9.23787,0.32123,8.44
12/15/2020,12:00:00 AM,9.5594,9.23786,0.32154,8.434
12/15/2020,12:30:00 AM,9.5594,9.23803,0.32137,8.419
12/15/2020,1:00:00 AM,9.5611,9.24134,0.31976,8.422
12/15/2020,1:30:00 AM,9.5628,9.24228,0.32052,8.427
12/15/2020,2:00:00 AM,9.5585,9.23496,0.32354,8.432
12/15/2020,2:30:00 AM,9.5581,9.23476,0.32334,8.438
12/15/2020,3:00:00 AM,9.5585,9.23599,0.32251,8.44
12/15/2020,3:30:00 AM,9.5595,9.23758,0.32192,8.437
12/15/2020,4:00:00 AM,9.5595,9.23815,0.32135,8.434
12/15/2020,4:30:00 AM,9.559,9.23502,0.32398,8.439
12/15/2020,5:00:00 AM,9.5561,9.2285,0.3276,8.445
12/15/2020,5:30:00 AM,9.5553,9.22972,0.32558,8.446
12/15/2020,6:00:00 AM,9.5527,9.22572,0.32698,8.45
12/15/2020,6:30:00 AM,9.5529,9.22749,0.32541,8.458
12/15/2020,7:00:00 AM,9.5555,9.23043,0.32507,8.452
12/15/2020,7:30:00 AM,9.5555,9.23114,0.32436,8.447
12/15/2020,8:00:00 AM,9.5602,9.23604,0.32416,8.449
12/15/2020,8:30:00 AM,9.5543,9.2267,0.3276,8.438
12/15/2020,9:00:00 AM,9.5556,9.23202,0.32358,8.399
12/15/2020,9:30:00 AM,9.5587,9.23563,0.32307,8.424
12/15/2020,10:00:00 AM,9.5577,9.23627,0.32143,8.361
12/15/2020,10:30:00 AM,9.5596,9.23725,0.32235,8.374
12/15/2020,11:00:00 AM,9.5622,9.24074,0.32146,8.444
12/15/2020,11:30:00 AM,9.5628,9.23863,0.32417,8.535
12/15/2020,12:00:00 PM,9.5627,9.23527,0.32743,8.615
12/15/2020,12:30:00 PM,9.562,9.23187,0.33013,8.657
12/15/2020,1:00:00 PM,9.5585,9.22493,0.33357,8.693
12/15/2020,1:30:00 PM,9.5561,9.22277,0.33333,8.723
12/15/2020,2:00:00 PM,9.5548,9.21989,0.33491,8.744
12/15/2020,2:30:00 PM,9.554,9.21745,0.33655,8.812
12/15/2020,3:00:00 PM,9.5471,9.21071,0.33639,8.799
12/15/2020,3:30:00 PM,9.5478,9.21231,0.33549,8.742
12/15/2020,4:00:00 PM,9.5503,9.21384,0.33646,8.685
12/15/2020,4:30:00 PM,9.5494,9.21556,0.33384,8.631
12/15/2020,5:00:00 PM,9.5485,9.21681,0.33169,8.589
12/15/2020,5:30:00 PM,9.5474,9.2174,0.33,8.54
12/15/2020,6:00:00 PM,9.5497,9.22248,0.32722,8.486
12/15/2020,6:30:00 PM,9.5503,9.22582,0.32448,8.426
12/15/2020,7:00:00 PM,9.5518,9.22839,0.32341,8.385
12/15/2020,7:30:00 PM,9.552,9.22997,0.32203,8.369
12/15/2020,8:00:00 PM,9.5507,9.22961,0.32109,8.353
12/15/2020,8:30:00 PM,9.5535,9.23348,0.32002,8.343
12/15/2020,9:00:00 PM,9.5551,9.23662,0.31848,8.336
12/15/2020,9:30:00 PM,9.5564,9.2369,0.3195,8.332
12/15/2020,10:00:00 PM,9.5576,9.23759,0.32001,8.323
12/15/2020,10:30:00 PM,9.5582,9.23825,0.31995,8.316
12/15/2020,11:00:00 PM,9.5588,9.2403,0.3185,8.309
12/15/2020,11:30:00 PM,9.5597,9.23988,0.31982,8.304
12/16/2020,12:00:00 AM,9.5578,9.23916,0.31864,8.304
12/16/2020,12:30:00 AM,9.5607,9.24123,0.31947,8.298
12/16/2020,1:00:00 AM,9.5591,9.23861,0.32049,8.303
12/16/2020,1:30:00 AM,9.5605,9.23918,0.32132,8.294
12/16/2020,2:00:00 AM,9.5586,9.23856,0.32004,8.299
12/16/2020,2:30:00 AM,9.5584,9.23813,0.32027,8.294
12/16/2020,3:00:00 AM,9.5578,9.23539,0.32241,8.283
12/16/2020,3:30:00 AM,9.5571,9.23555,0.32155,8.277
12/16/2020,4:00:00 AM,9.5568,9.23526,0.32154,8.267
12/16/2020,4:30:00 AM,9.5542,9.23374,0.32046,8.252
12/16/2020,5:00:00 AM,9.5529,9.22967,0.32323,8.248
12/16/2020,5:30:00 AM,9.551,9.22797,0.32303,8.253
12/16/2020,6:00:00 AM,9.5483,9.22434,0.32396,8.267
12/16/2020,6:30:00 AM,9.5475,9.22235,0.32515,8.28
12/16/2020,7:00:00 AM,9.5461,9.21919,0.32691,8.277
12/16/2020,7:30:00 AM,9.5446,9.22036,0.32424,8.272
12/16/2020,8:00:00 AM,9.5457,9.22022,0.32548,8.286
12/16/2020,8:30:00 AM,9.5446,9.21769,0.32691,8.302
12/16/2020,9:00:00 AM,9.5475,9.22016,0.32734,8.323
12/16/2020,9:30:00 AM,9.5445,9.2164,0.3281,8.355
12/16/2020,10:00:00 AM,9.5459,9.21325,0.33265,8.39
12/16/2020,10:30:00 AM,9.5378,9.20574,0.33206,8.413
12/16/2020,11:00:00 AM,9.5435,9.21179,0.33171,8.437
12/16/2020,11:30:00 AM,9.5365,9.20436,0.33214,8.438
12/16/2020,12:00:00 PM,9.5199,9.19133,0.32857,8.449
12/16/2020,12:30:00 PM,9.5206,9.1843,0.3363,8.468
12/16/2020,1:00:00 PM,9.5088,9.17325,0.33555,8.511
12/16/2020,1:30:00 PM,9.5008,9.16284,0.33796,8.567
12/16/2020,2:00:00 PM,9.4901,9.15264,0.33746,8.65
12/16/2020,2:30:00 PM,9.4905,9.14966,0.34084,8.664
12/16/2020,3:00:00 PM,9.4789,9.14052,0.33838,8.678
12/16/2020,3:30:00 PM,9.4736,9.13385,0.33975,8.701
12/16/2020,4:00:00 PM,9.4688,9.13271,0.33609,8.724
12/16/2020,4:30:00 PM,9.4661,9.12822,0.33788,8.727
12/16/2020,5:00:00 PM,9.464,9.12602,0.33798,8.706
12/16/2020,5:30:00 PM,9.4588,9.12201,0.33679,8.677
12/16/2020,6:00:00 PM,9.4532,9.11357,0.33963,8.653
12/16/2020,6:30:00 PM,9.4561,9.11969,0.33641,8.646
12/16/2020,7:00:00 PM,9.456,9.11856,0.33744,8.637
12/16/2020,7:30:00 PM,9.4492,9.1051,0.3441,8.627
12/16/2020,8:00:00 PM,9.4391,9.09686,0.34224,8.629
12/16/2020,8:30:00 PM,9.4359,9.09632,0.33958,8.64
12/16/2020,9:00:00 PM,9.4383,9.10184,0.33646,8.64
12/16/2020,9:30:00 PM,9.4444,9.108,0.3364,8.633
12/16/2020,10:00:00 PM,9.449,9.11205,0.33695,8.607
12/16/2020,10:30:00 PM,9.4495,9.11214,0.33736,8.602
12/16/2020,11:00:00 PM,9.4478,9.10962,0.33818,8.588
12/16/2020,11:30:00 PM,9.4464,9.11001,0.33639,8.589
12/17/2020,12:00:00 AM,9.4483,9.11096,0.33734,8.597
12/17/2020,12:30:00 AM,9.4461,9.11077,0.33533,8.592
12/17/2020,1:00:00 AM,9.4457,9.10878,0.33692,8.589
12/17/2020,1:30:00 AM,9.4421,9.10579,0.33631,8.585
12/17/2020,2:00:00 AM,9.4403,9.10442,0.33588,8.575
12/17/2020,2:30:00 AM,9.4393,9.10133,0.33797,8.576
12/17/2020,3:00:00 AM,9.4388,9.10463,0.33417,8.569
12/17/2020,3:30:00 AM,9.4495,9.11468,0.33482,8.504
12/17/2020,4:00:00 AM,9.4552,9.12047,0.33473,8.45
12/17/2020,4:30:00 AM,9.4553,9.12037,0.33493,8.446
12/17/2020,5:00:00 AM,9.4557,9.1215,0.3342,8.481
12/17/2020,5:30:00 AM,9.4562,9.12337,0.33283,8.473
12/17/2020,6:00:00 AM,9.4564,9.12361,0.33279,8.474
12/17/2020,6:30:00 AM,9.4616,9.12844,0.33316,8.482
12/17/2020,7:00:00 AM,9.4652,9.13187,0.33333,8.481
12/17/2020,7:30:00 AM,9.466,9.13503,0.33097,8.455
12/17/2020,8:00:00 AM,9.4686,9.13685,0.33175,8.426
12/17/2020,8:30:00 AM,9.4694,9.13936,0.33004,8.391
12/17/2020,9:00:00 AM,9.4723,9.14267,0.32963,8.407
12/17/2020,9:30:00 AM,9.4767,9.14755,0.32915,8.457
12/17/2020,10:00:00 AM,9.4811,9.15138,0.32972,8.495
12/17/2020,10:30:00 AM,9.4856,9.15763,0.32797,8.539
12/17/2020,11:00:00 AM,9.4926,9.16634,0.32626,8.574
12/17/2020,11:30:00 AM,9.4962,9.17122,0.32498,8.601
12/17/2020,12:00:00 PM,9.4986,9.17371,0.32489,8.626
12/17/2020,12:30:00 PM,9.499,9.17172,0.32728,8.67
12/17/2020,1:00:00 PM,9.4981,9.17216,0.32594,8.655
12/17/2020,1:30:00 PM,9.4964,9.17101,0.32539,8.646
12/17/2020,2:00:00 PM,9.4994,9.17436,0.32504,8.655
12/17/2020,2:30:00 PM,9.5016,9.17511,0.32649,8.65
12/17/2020,3:00:00 PM,9.5021,9.17788,0.32422,8.624
12/17/2020,3:30:00 PM,9.5046,9.18239,0.32221,8.616
12/17/2020,4:00:00 PM,9.5056,9.18468,0.32092,8.614
12/17/2020,4:30:00 PM,9.5074,9.18698,0.32042,8.581
12/17/2020,5:00:00 PM,9.5103,9.19056,0.31974,8.574
12/17/2020,5:30:00 PM,9.5156,9.19552,0.32008,8.562
12/17/2020,6:00:00 PM,9.5184,9.19903,0.31937,8.54
12/17/2020,6:30:00 PM,9.5223,9.20222,0.32008,8.527
